x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
5.934183915194526,0.005405611332146738,0.5514520266182511,6.0,0.004365827717049513,0.5324282429269979
10.969274192116142,0.03216071121115148,0.5493819212957336,11.000661862845583,0.0009399497626589406,0.28364246593382375
15.94579103502118,0.03555018800694434,0.48807487892997536,16.007140502807186,0.0005655371642669476,0.1767655799081687
20.95416262014933,0.046955608322188876,0.534339975385096,21.100379687851962,0.00044513207975985827,0.1474577637627991
25.908865241713197,-0.012384398120037735,0.5193588602291844,26.107910115747732,6.199851140250445e-05,0.11765912164508979
5.945747279038813,1.9590562091669046,0.517638668441123,6.312543943336395,0.1528613033555711,-0.11804270366817947
10.977653810076534,2.0073571475798366,0.5262312225312316,11.202688358067665,0.048951803364724066,0.08355544937094767
15.907573553457881,1.9748365587785348,0.5201426739804866,16.12570285645692,0.023327802848135563,0.0990533712226529
20.977532394950202,2.027075674620532,0.5298010817437455,21.20212425288145,0.013792007019379266,0.09329829384322663
25.94572698767402,2.025677459358005,0.528678153141794,26.200936432591117,0.009039525768775734,0.08383289991871018
5.95990852961219,3.941060388037972,0.5323693326412191,7.5065412620116865,0.23177598606042482,-0.48257450643011246
10.935884647118447,3.925370124215551,0.5068006963580796,11.808417839398922,0.08802610934843358,-0.09311976839250888
15.952417762803327,3.9775236065103514,0.5198766857284765,16.60075955935451,0.04442226833579014,0.009951918859625267
20.949087555318403,3.9940948490948003,0.5238093624227865,21.502281294208785,0.026454875983218443,0.039768176225094376
25.985268455942407,4.016660219807042,0.5261824300175458,26.501662198568287,0.017481590315867546,0.048627417442342245
5.97924611215104,5.9500654137079385,0.5370931053328587,9.308018129091295,0.24820988067134767,-0.6138815031889495
11.029887109905536,5.964622548372629,0.4979648891556849,13.002553061864567,0.11441688874913211,-0.2231234874931787
15.989215639588322,5.965673171119106,0.5133288440673606,17.403147450340132,0.06175740911797624,-0.06910069097022259
20.970483915713434,5.977342589990561,0.5194936917077476,22.10066411645723,0.037838925396880295,-0.010227631827625573
25.93082342700779,5.972937112084193,0.5216823291066396,26.90108441245977,0.02535774511747541,0.01474553148231285
6.004728749524293,7.971997510978571,0.522820660295624,11.507234925211806,0.23646959035027065,-0.636676769786486
10.965827964891812,7.944698640247776,0.5288305112808684,14.405314612395072,0.13008707469637584,-0.29373530466377706
15.936143379989273,7.930464775985118,0.524642370499414,18.410856653889642,0.07530372487041755,-0.1287581784532251
20.965162258270695,7.942946435675094,0.5149380641775931,22.905925418402315,0.047534917611530864,-0.0546998371842749
25.9701051346819,7.970710048321492,0.5194346204670051,27.60059638234513,0.03245556867532292,-0.016751087853224586
5.99013914239,9.965673147630298,0.5374906698523683,13.907128842934997,0.21741570009117225,-0.6064383409544339
10.98052148510162,9.983014128462647,0.5307161812650916,16.20588701497373,0.1356436727565411,-0.3382860668017521
16.031476186550417,9.942281738920256,0.5031905777370667,19.803130702616883,0.08397228170866237,-0.18075335188175684
